AirportName,CreateDate,RunwayNumber,RunwayLength,RunwayWidth,RunwaySurface,Designator,Id
SHPAKOVSKOYE,2008-04-30 14:24:00,07/25,8623,157,Asphalt,URMT,22056
SHREVEPORT DOWNTOWN,2008-04-30 14:24:00,05/23,3198,75,Asphalt,KDTN,22057
Shreveport North,2008-04-30 14:24:00,06/24,2602,70,Turf or Grass,62PA,22058
SHREVEPORT RGNL,2008-04-30 14:24:00,05/23,6195,150,Asphalt,KSHV,22059
SHTRUKLOVO,2008-04-30 14:24:00,05/23,8194,165,Concrete,LB24,22060
Shullsburg,2008-04-30 14:24:00,32/14,1601,300,Turf or Grass,2WI2,22061
Shultz,2008-04-30 14:24:00,13/31,2201,65,Turf or Grass,TN81,22062
Shultz - Private,2008-04-30 14:24:00,18/36,2402,75,Turf or Grass,4II9,22063
SHUMBA,2008-04-30 14:24:00,16/34,7916,148,Asphalt,SPJE,22064
Shupe,2008-04-30 14:24:00,09/27,1801,40,Turf or Grass,SN17,22065
Shure,2008-04-30 14:24:00,18/36,1201,50,Turf or Grass,IN57,22066
SIAULIAI INTL,2008-04-30 14:24:00,14R/32L,10744,105,Concrete,EYSA,22067
Sibbernsen,2008-04-30 14:24:00,13/31,1401,75,Turf or Grass,1NE5,22068
SIBIU,2008-04-30 14:24:00,09/27,6498,98,Concrete,LRSB,22069
SIBLEY MUNI,2008-04-30 14:24:00,17/35,2989,50,Concrete,KISB,22070
Sibu,2008-04-30 14:24:00,13/31,9051,148,Asphalt,WBGS,22071
SIDHI,2008-04-30 14:24:00,06/24,3538,50,Asphalt,VA1F,22072
SIDI AHMED AIR BASE,2008-04-30 14:24:00,08/26,9822,166,Asphalt,DTTB,22073
SIDI BARRANI,2008-04-30 14:24:00,16R/34L,9905,130,Asphalt,HE40,22074
SIDI SALIH,2008-04-30 14:24:00,13/31,3261,80,Asphalt,HL53,22075
SIDI SLIMANE,2008-04-30 14:24:00,08/26,11284,140,Asphalt,GMSL,22076
SIDNEY MUNI,2008-04-30 14:24:00,05/23,2980,50,Asphalt,I12,22077
SIDNEY MUNI LLOYD W CARR FLD,2008-04-30 14:24:00,12/30,6594,100,Concrete,KSNY,22078
Sidney Richland Muni,2008-04-30 14:24:00,01/19,5701,100,Asphalt,KSDY,22079
Siefert,2008-04-30 14:24:00,18/36,1321,50,Turf or Grass,IN50,22080
Siegerland,2008-04-30 14:24:00,13/31,5301,98,Asphalt,EDGS,22081
Siegerland,2008-04-30 14:24:00,04/22,1646,98,Turf or Grass,EDGS,22082
Siegmanns,2008-04-30 14:24:00,17/35,1701,50,Turf or Grass,OK42,22083
Siegs Farm,2008-04-30 14:24:00,36/18,2201,150,Turf or Grass,MY00,22084
Siem Reap,2008-04-30 14:24:00,05/23,8381,148,Concrete,VDSR,22085
SIERRA BLANCA RGNL,2008-04-30 14:24:00,06/24,8083,100,Asphalt,KSRR,22086
SIERRA BLANCA RGNL,2008-04-30 14:24:00,12/30,6498,75,Asphalt,KSRR,22087
Sierra Grande,2008-04-30 14:24:00,02/20,6238,89,Concrete,SAVS,22088
SIERRA MAESTRA,2008-04-30 14:24:00,08/26,7866,148,Asphalt,MUMZ,22089
SIERRA VISTA MUNI LIBBY AAF,2008-04-30 14:24:00,03/21,4288,75,Asphalt,KFHU,22090
SIERRAVILLE DEARWATER,2008-04-30 14:24:00,03/21,3223,50,Asphalt,O79,22091
Sig-Nor,2008-04-30 14:24:00,17/35,1961,80,Turf or Grass,IA06,22092
SIGIRIYA,2008-04-30 14:24:00,04/22,5942,150,Asphalt,VC15,22093
SIGONELLA,2008-04-30 14:24:00,10R/28L,8058,148,Asphalt,LICZ,22094
Sigourney Iowa,2008-04-30 14:24:00,17/35,2251,165,Turf or Grass,IA50,22095
SIIRT,2008-04-30 14:24:00,06/24,5913,98,Concrete,LTCL,22096
Sikorski Ranch,2008-04-30 14:24:00,11/29,4003,30,Turf or Grass,MT74,22097
SILANGIT,2008-04-30 14:24:00,09/27,5221,95,Asphalt,WIMN,22098
SILCHAR,2008-04-30 14:24:00,06/24,5992,148,Asphalt,VEKU,22099
SILETZ BAY STATE,2008-04-30 14:24:00,17/35,3301,60,Asphalt,S45,22100
Siljansnas,2008-04-30 14:24:00,32/14,3020,115,Turf or Grass,ESVS,22101
Silkman Farms Inc,2008-04-30 14:24:00,17/35,3002,65,Gravel,10CO,22102
Siller Bros Inc,2008-04-30 14:24:00,02/20,1901,180,Gravel,46Q,22103
Sills Air Park,2008-04-30 14:24:00,17/35,2402,300,Gravel,SN18,22104
Siloam (MAF),2008-04-30 14:24:00,06/24,1301,82,Turf or Grass,WT06,22105
Silva Ranch,2008-04-30 14:24:00,36/18,1601,100,Turf or Grass,2U9,22106
SILVER BAY MUNI,2008-04-30 14:24:00,07/25,3193,75,Asphalt,KBFW,22107
Silver City,2008-04-30 14:24:00,08/26,4003,85,Turf or Grass,MT18,22108
Silver Heels,2008-04-30 14:24:00,12/30,4503,50,Gravel,2CO9,22109
Silver Hill,2008-04-30 14:24:00,17/35,2502,40,Turf or Grass,MD59,22110
SILVER WINGS,2008-04-30 14:24:00,17/35,3811,80,Asphalt,TS36,22111
SILVERHILL NOLF,2008-04-30 14:24:00,09/27,3142,150,Asphalt,KNQB,22112
SILVERHILL NOLF,2008-04-30 14:24:00,16/34,2780,150,Asphalt,KNQB,22113
SILVIO PETTIROSSI INTL,2008-04-30 14:24:00,02/20,11040,151,Asphalt,SGAS,22114
Simandl Field - Private,2008-04-30 14:24:00,09/27,1301,60,Turf or Grass,0WI6,22115
SIMARON RANCH,2008-04-30 14:24:00,17/35,3008,25,Asphalt,9TS3,22116
SIMFEROPOL INTL,2008-04-30 14:24:00,01L/19R,12081,197,Concrete,UKFF,22117
Simikot,2008-04-30 14:24:00,28/10,1801,100,Dirt,VNST,22118
Simmers Farm Airstrip,2008-04-30 14:24:00,08/26,2201,75,Turf or Grass,NA93,22119
Simmers Farm Airstrip,2008-04-30 14:24:00,13/31,1301,75,Turf or Grass,NA93,22120
SIMON BOLIVAR,2008-04-30 14:24:00,01/19,5616,98,Asphalt,SKSM,22121
Saki AB,2008-04-30 14:24:00,4/22,10002,197,Concrete,UKFI,22122
Salado,2008-04-30 14:24:00,01/19,3192,100,Turf or Grass,73R,22123
Salamanca,2008-04-30 14:24:00,03/21,8249,197,Asphalt,LESA,22124
SALINA MUNI,2008-04-30 14:24:00,18/36,4307,75,Asphalt,KSLN,22125
Salinas,2008-04-30 14:24:00,18/36,4843,98,Asphalt,SNSS,22126
Salon AB,2008-04-30 14:24:00,H32,112,112,Concrete,LFMY,22127
Salvador Bahia Deputado Luis Eduardo M,2008-04-30 14:24:00,17R/35L,5012,148,Concrete,SBSV,22128
Salzburg Maxglan,2008-04-30 14:24:00,16/34,9021,148,Concrete,LOWS,22129
SAMUELS FLD,2008-04-30 14:24:00,02/20,5010,75,Asphalt,KBRY,22130
SAN CARLOS DE BARILOCHE,2008-04-30 14:24:00,11/29,7691,157,Asphalt,SAZS,22131
SAN ISIDRO AB,2008-04-30 14:24:00,03/21,6992,200,Asphalt,MDSI,22132
SAN LUIS,2008-04-30 14:24:00,18/36,9706,98,Asphalt,SAOU,22133
San Pedro Ranch,2008-04-30 14:24:00,15/33,3602,710,Gravel,97TX,22134
SAN RAFAEL RANCH,2008-04-30 14:24:00,14/32,6011,75,Asphalt,38XS,22135
SAN TOME,2008-04-30 14:24:00,18/36,1793,90,Asphalt,SVST,22136
Sanborn,2008-04-30 14:24:00,16/34,2746,95,Asphalt,Q85,22137
Sanderson,2008-04-30 14:24:00,09/27,2602,80,Turf or Grass,2NA5,22138
Sandskeid,2008-04-30 14:24:00,15/33,2341,90,Gravel,BISS,22139
Sandtoft,2008-04-30 14:24:00,05/23,2909,59,Asphalt,EGCF,22140
SANFORD LEE CO RGNL,2008-04-30 14:24:00,03/21,6581,100,Asphalt,KTTA,22141
SANGA SANGA,2008-04-30 14:24:00,02/20,5099,98,Asphalt,RPMN,22142
Sanicole,2008-04-30 14:24:00,08/26,1971,59,Asphalt,EBLE,22143
Sao Pedro,2008-04-30 14:24:00,07/25,6491,148,Asphalt,GVSV,22144
SAO TOME INTL,2008-04-30 14:24:00,11/29,7303,148,Asphalt,FPST,22145
SARIASIYA,2008-04-30 14:24:00,15/33,5005,115,Asphalt,UT72,22146
SAUFLEY FLD NOLF,2008-04-30 14:24:00,05/23,3983,150,Asphalt,KNUN,22147
SAYRE MUNI,2008-04-30 14:24:00,17/35,5028,130,Concrete,3O4,22148
SCHENECTADY CO,2008-04-30 14:24:00,15/33,2636,50,Asphalt,KSCH,22149
SCHERTZ FLD,2008-04-30 14:24:00,18/36,3182,100,Asphalt,9IS2,22150
Schmidtgall Farms,2008-04-30 14:24:00,09/27,2802,80,Turf or Grass,49ND,22151
Schoettmer Farm,2008-04-30 14:24:00,18/36,1801,80,Turf or Grass,67II,22152
Schwenk,2008-04-30 14:24:00,36/18,2602,105,Turf or Grass,MY19,22153
SCRIBNER STATE,2008-04-30 14:24:00,17/35,4205,75,Concrete,KSCB,22154
Seaberg Ranch,2008-04-30 14:24:00,17/35,2602,90,Turf or Grass,21R,22155
SEARCHLIGHT,2008-04-30 14:24:00,16/34,5067,70,Asphalt,1L3,22156
Sebadu (MAF),2008-04-30 14:24:00,01/19,1641,82,Turf or Grass,WW91,22157
SEBHA,2008-04-30 14:24:00,06/24,5593,98,Asphalt,HLLS,22158
Secrest Ranch,2008-04-30 14:24:00,17/35,1901,75,Turf or Grass,OK49,22159
Sedan Douzy,2008-04-30 14:24:00,26R/08L,3610,197,Turf or Grass,LFSJ,22160
SEHOY,2008-04-30 14:24:00,04/22,5044,75,Asphalt,AL05,22161
SELAH CREEK LANDING ZONE,2008-04-30 14:24:00,12/30,3971,75,Asphalt,Z25,22162
SELEBI PHIKWE,2008-04-30 14:24:00,12/30,5832,98,Asphalt,FBSP,22163
SEMINOLE SPRAYING SVC,2008-04-30 14:24:00,08/26,2642,75,Gravel,39TE,22164
Senggeh (DGAC),2008-04-30 14:24:00,01/19,1901,69,Turf or Grass,WAJS,22165
Sethney Personal,2008-04-30 14:24:00,36/18,2101,110,Turf or Grass,8MN4,22166
Seven Lakes,2008-04-30 14:24:00,18/36,2932,130,Turf or Grass,1NC8,22167
Sevilla,2008-04-30 14:24:00,09/27,11004,148,Asphalt,LEZL,22168
Sexton,2008-04-30 14:24:00,09/27,1701,50,Turf or Grass,59A,22169
SHANTE,2008-04-30 14:24:00,01/19,8512,150,Concrete,VYST,22170
Shark Bay,2008-04-30 14:24:00,18/36,5399,98,Asphalt,YSHK,22171
Shaunavon,2008-04-30 14:24:00,12/30,3036,75,Asphalt,CJC5,22172
Shawnee,2008-04-30 14:24:00,05/23,2301,100,Turf or Grass,31I,22173
SHEBERGHAN,2008-04-30 14:24:00,06/24,4574,70,Asphalt,OASG,22174
Shelby,2008-04-30 14:24:00,09/27,2682,35,Turf or Grass,40KY,22175
SHENANDOAH MUNI,2008-04-30 14:24:00,12/30,3295,75,Concrete,KSDA,22176
Shepherd Field,2008-04-30 14:24:00,03/21,2686,50,Asphalt,7L4,22177
Sheridan,2008-04-30 14:24:00,07/25,1901,30,Gravel,44S,22178
Sherlock Field,2008-04-30 14:24:00,36/18,2642,120,Turf or Grass,1MO8,22179
Shillings,2008-04-30 14:24:00,09/27,2802,75,Turf or Grass,21TX,22180
Shoestring Aviation Airfield,2008-04-30 14:24:00,15/33,1501,65,Turf or Grass,83W,22181
Shootz Field,2008-04-30 14:24:00,10/28,2201,100,Turf or Grass,OI45,22182
SHORTHORN AUX LANDING STRIP,2008-04-30 14:24:00,15/33,2204,50,Asphalt,23XS,22183
SHUNGNAK,2008-04-30 14:24:00,09/27,3985,60,Gravel,PAGH,22184
SIDI BEL ABBES,2008-04-30 14:24:00,10/28,4857,100,Asphalt,DAOS,22185
SIERRA VISTA MUNI LIBBY AAF,2008-04-30 14:24:00,12/30,5363,100,Asphalt,KFHU,22186
Silver Creek,2008-04-30 14:24:00,09/27,3602,200,Turf or Grass,NC52,22187
SILVER WEST,2008-04-30 14:24:00,13/31,6930,55,Asphalt,C08,22188
Simons,2008-04-30 14:24:00,32/14,2402,30,Dirt,34CO,22189
Simpang Tiga Redelong,2008-04-30 14:24:00,09/27,1901,177,Turf or Grass,WT09,22190
Simpson Field,2008-04-30 14:24:00,17/35,1801,150,Turf or Grass,MS61,22191
Sindt,2008-04-30 14:24:00,03/21,2902,60,Turf or Grass,15NE,22192
Sinele Strip,2008-04-30 14:24:00,18/36,2602,70,Turf or Grass,06IS,22193
Sineles Sunset Strip,2008-04-30 14:24:00,09/27,1601,70,Turf or Grass,69IS,22194
Sines Airstrip,2008-04-30 14:24:00,14/32,3774,132,Dirt,LPSI,22195
Singapore Changi Intl,2008-04-30 14:24:00,02L/20R,13242,197,Asphalt,WSSS,22196
Singapore Changi Rsaf,2008-04-30 14:24:00,01/19,9058,195,Asphalt,WSAC,22197
Singapore Paya Lebar Aero,2008-04-30 14:24:00,02/20,12486,200,Asphalt,WSAP,22198
Singkawang I (MAF),2008-04-30 14:24:00,03/21,1477,82,Turf or Grass,WT12,22199
Singkawang II (DGAC),2008-04-30 14:24:00,02/20,3184,98,Dirt,WIOI,22200
Singleton Ranch,2008-04-30 14:24:00,08/26,1501,30,Turf or Grass,68CO,22201
Sinop,2008-04-30 14:24:00,03/21,5301,98,Asphalt,SWSI,22202
SINTRA,2008-04-30 14:24:00,14/32,5867,131,Asphalt,LPST,22203
Sion,2008-04-30 14:24:00,07L/25R,1816,98,Turf or Grass,LSGS,22204
SIOUX CENTER MUNI,2008-04-30 14:24:00,18/36,3806,50,Concrete,KSOY,22205
SIOUX GATEWAY COL BUD DAY FLD,2008-04-30 14:24:00,17/35,6605,150,Asphalt,KSUX,22206
Sipaliwini,2008-04-30 14:24:00,09/27,3282,47,Concrete,SMSI,22207
SIR SEEWOOSAGUR RAMGOOLAM INTL,2008-04-30 14:24:00,14/32,11034,148,Asphalt,FIMP,22208
SIR SERETSE KHAMA INTL,2008-04-30 14:24:00,08/26,9846,148,Concrete,FBSK,22209
Siradala (NRC),2008-04-30 14:24:00,13/31,1601,105,Turf or Grass,WT14,22210
Sirang (MAF),2008-04-30 14:24:00,15/33,1301,82,Turf or Grass,WT15,22211
Siriniamu (DGAC),2008-04-30 14:24:00,18/36,1601,79,Turf or Grass,WT16,22212
SIROHI,2008-04-30 14:24:00,13/31,5784,50,Asphalt,VA38,22213
SIRSA,2008-04-30 14:24:00,05/23,8985,140,Asphalt,VISA,22214
SIRTE,2008-04-30 14:24:00,13/31,11813,148,Asphalt,HLGD,22215
Siru (CAMA),2008-04-30 14:24:00,05/23,1969,72,Turf or Grass,WT18,22216
Sishen,2008-04-30 14:24:00,17/35,5712,75,Asphalt,FASS,22217
Siskiyou Co,2008-04-30 14:24:00,17/35,7491,150,Asphalt,KSIY,22218
SISSETON MUNI,2008-04-30 14:24:00,04/22,1932,150,Turf or Grass,8D3,22219
SITIO POUSO DO AVIADOR,2008-04-30 14:24:00,05/23,3955,66,Asphalt,SSAY,22220
SITKA ROCKY GUTIERREZ,2008-04-30 14:24:00,11/29,6483,150,Asphalt,PASI,22221
Sitton Field,2008-04-30 14:24:00,17/35,2502,150,Turf or Grass,3TX3,22222
SITTWE,2008-04-30 14:24:00,11/29,6040,151,Asphalt,VYSW,22223
SIWA OASIS NORTH,2008-04-30 14:24:00,16/34,5920,147,Asphalt,HE24,22224
SIX 666 RANCH,2008-04-30 14:24:00,01/19,5099,75,Asphalt,6TE6,22225
SKAGWAY,2008-04-30 14:24:00,02/20,3541,75,Asphalt,PSGY,22226
Skalitsky,2008-04-30 14:24:00,08/26,2502,150,Turf or Grass,6T0,22227
SKANEATELES AERO DROME,2008-04-30 14:24:00,10/28,3135,58,Asphalt,6B9,22228
Skardu,2008-04-30 14:24:00,15/33,6509,101,Asphalt,OPSD,22229
Skatter Creek,2008-04-30 14:24:00,07/25,1801,100,Turf or Grass,20WA,22230
Skelton,2008-04-30 14:24:00,03/21,2402,60,Gravel,FVSK,22231
Skiatook Municipal,2008-04-30 14:24:00,17/35,2902,60,Asphalt,2F6,22232
Skinner,2008-04-30 14:24:00,18/36,1601,100,Turf or Grass,37TS,22233
Skinner Ranch,2008-04-30 14:24:00,06/24,2201,75,Dirt,12OR,22234
Skinners Wholesale Nursery,2008-04-30 14:24:00,09/27,3402,200,Turf or Grass,16FD,22235
Skinningsrud,2008-04-30 14:24:00,11/29,3102,75,Turf or Grass,6ND9,22236
Skovhus,2008-04-30 14:24:00,07/25,1601,30,Turf or Grass,VA24,22237
SKRYDSTRUP,2008-04-30 14:24:00,11L/29R,9831,150,Asphalt,EKSP,22238
Skukuza,2008-04-30 14:24:00,17/35,5087,98,Asphalt,FASZ,22239
Sky,2008-04-30 14:24:00,12/30,2301,60,Turf or Grass,0KY8,22240
Sky Acres,2008-04-30 14:24:00,36/18,1731,60,Turf or Grass,VT25,22241
SKY ACRES,2008-04-30 14:24:00,17/35,3879,60,Asphalt,VT25,22242
Sky Bryce,2008-04-30 14:24:00,05/23,2241,50,Asphalt,W92,22243
Sky Classics Field,2008-04-30 14:24:00,07/25,1635,100,Turf or Grass,7PS4,22244
Sky Harbor,2008-04-30 14:24:00,14/32,3045,75,Asphalt,WA64,22245
Sky Harbor Residential Airpark,2008-04-30 14:24:00,12/30,2802,150,Turf or Grass,1MN8,22246
Sky Haven,2008-04-30 14:24:00,03/21,2157,23,Asphalt,4OH1,22247
Sky Haven,2008-04-30 14:24:00,17/35,2502,65,Dirt,4OH1,22248
Sky High,2008-04-30 14:24:00,17/35,2502,60,Turf or Grass,44OK,22249
Sky Hills,2008-04-30 14:24:00,01/19,2001,100,Turf or Grass,9I4,22250
Sky Island Ranch,2008-04-30 14:24:00,07/25,1001,200,Turf or Grass,ID13,22251
Sky Island Ranch,2008-04-30 14:24:00,18/36,2702,40,Gravel,ID13,22252
Sky Island Ranch,2008-04-30 14:24:00,04/22,2502,40,Gravel,ID13,22253
SKY KING,2008-04-30 14:24:00,18/36,1981,50,Asphalt,3I3,22254
Sky Lane Ranch,2008-04-30 14:24:00,14/32,1801,40,Turf or Grass,XS68,22255
Sky Manor,2008-04-30 14:24:00,08/26,3612,85,Turf or Grass,NC41,22256
SKY MANOR,2008-04-30 14:24:00,07/25,2434,50,Asphalt,NC41,22257
Sky Manor Aero Estates,2008-04-30 14:24:00,13/31,3202,200,Turf or Grass,MN86,22258
Sky Park,2008-04-30 14:24:00,18/36,3402,150,Turf or Grass,MN67,22259
Sky Park,2008-04-30 14:24:00,01/19,3680,30,Asphalt,MN67,22260
Sky Park,2008-04-30 14:24:00,17/35,3102,235,Turf or Grass,MN67,22261
Sky Ranch,2008-04-30 14:24:00,18/36,2602,100,Turf or Grass,33LA,22262
SKY RANCH,2008-04-30 14:24:00,03/21,3340,45,Asphalt,33LA,22263
SKY RANCH AT CAREFREE,2008-04-30 14:24:00,06/24,4057,50,Asphalt,18AZ,22264
Sky Ranch At Pioneer Peak,2008-04-30 14:24:00,06/24,2001,26,Asphalt,AK50,22265
SKY RANCH FOR BOYS,2008-04-30 14:24:00,11/29,4803,30,Asphalt,SD33,22266
Sky Soaring,2008-04-30 14:24:00,09/27,3002,100,Turf or Grass,55LL,22267
Sky Valley Airpark,2008-04-30 14:24:00,05/23,2001,60,Turf or Grass,SC32,22268
Sky Vista Ranch,2008-04-30 14:24:00,15/33,2187,40,Turf or Grass,6TS8,22269
SAN FERNANDO,2008-04-30 14:24:00,01/19,3960,98,Concrete,RPUS,22270
SAN GERONIMO AIRPARK,2008-04-30 14:24:00,17R/35L,2608,45,Turf or Grass,8T8,22271
SAN JOSE,2008-04-30 14:24:00,15/33,6637,150,Asphalt,MGSJ,22272
San Jose Norman Y Mineta  Intl,2008-04-30 14:24:00,12R/30L,11000,150,Concrete,KSJC,22273
SAN NICOLAS DE BARI,2008-04-30 14:24:00,06/24,3357,80,Asphalt,MUNB,22274
SAN PEDRO,2008-04-30 14:24:00,03/21,6257,98,Asphalt,DISP,22275
Sanana/Emalamo (Local Gov),2008-04-30 14:24:00,18/36,3436,75,Asphalt,WAPN,22276
SANDIA AIRPARK ESTATES EAST,2008-04-30 14:24:00,09/27,4819,30,Asphalt,1N1,22277
Sandstone,2008-04-30 14:24:00,28/10,3873,59,Gravel,YSAN,22278
Sankt Peter Ording,2008-04-30 14:24:00,07/25,2199,98,Asphalt,EDXO,22279
Santa Isabel Do Morro,2008-04-30 14:24:00,12/30,4936,98,Asphalt,SWIY,22280
Santa Maria,2008-04-30 14:24:00,02/20,5804,100,Asphalt,LPAZ,22281
Santa Paula,2008-04-30 14:24:00,H1,60,60,Asphalt,KSZP,22282
SANTA ROSA NOLF,2008-04-30 14:24:00,09/27,4449,150,Asphalt,KNGS,22283
Sao Felix Do Araguaia,2008-04-30 14:24:00,12/30,4752,98,Asphalt,SWFX,22284
Sao Manuel,2008-04-30 14:24:00,13/31,3193,65,Asphalt,SDNO,22285
Sarmi/Orai (MAF),2008-04-30 14:24:00,13/31,2412,66,Asphalt,WAJI,22286
Sattler Landing Strip,2008-04-30 14:24:00,36/18,1301,50,Turf or Grass,71OH,22287
Sauk-Prairie,2008-04-30 14:24:00,18/36,2942,32,Asphalt,91C,22288
Saw Whet Farms,2008-04-30 14:24:00,18/36,2201,50,Turf or Grass,6FL9,22289
SCHENCK FLD,2008-04-30 14:24:00,02/20,5003,75,Concrete,KICL,22290
Scherger,2008-04-30 14:24:00,12/30,10088,148,Asphalt,YBSG,22291
Schiphol,2008-04-30 14:24:00,18R/36L,12459,198,Asphalt,EHAM,22292
Schlemmer,2008-04-30 14:24:00,10/28,2001,60,Turf or Grass,95MO,22293
Schumaier Rla,2008-04-30 14:24:00,02/20,2001,70,Turf or Grass,01LL,22294
SEBASTIAN MUNI,2008-04-30 14:24:00,08/26,3195,75,Asphalt,X26,22295
Seesholtz,2008-04-30 14:24:00,08/26,1535,100,Turf or Grass,86PN,22296
Semarang Achmad Yani Aero,2008-04-30 14:24:00,13/31,7400,148,Asphalt,WIIS,22297
Semur en Auxois,2008-04-30 14:24:00,22R/04L,2035,197,Turf or Grass,LFGQ,22298
SENDAI,2008-04-30 14:24:00,09/27,9819,150,Asphalt,RJSS,22299
Seneca Emergency Airstrip,2008-04-30 14:24:00,12/30,2251,50,Gravel,OR98,22300
SEQUIM VALLEY,2008-04-30 14:24:00,09R/27L,3490,40,Asphalt,W28,22301
Serene Field,2008-04-30 14:24:00,17/35,3962,100,Dirt,AZ31,22302
Shady International,2008-04-30 14:24:00,09/27,4003,150,Turf or Grass,24X,22303
SHAH AMANAT INTL,2008-04-30 14:24:00,05/23,9630,150,Asphalt,VGEG,22304
SHALZ FLD,2008-04-30 14:24:00,17/35,5116,75,Concrete,KCBK,22305
Shannon,2008-04-30 14:24:00,06/24,10472,148,Asphalt,EINN,22306
SHARJAH INTL,2008-04-30 14:24:00,12/30,13261,148,Asphalt,OMSJ,22307
SHARM EL SHEIKH INTL,2008-04-30 14:24:00,04R/22L,10118,148,Asphalt,HESH,22308
SHARPE FLD,2008-04-30 14:24:00,14/32,5304,46,Asphalt,AL73,22309
SHAWANO MUNI,2008-04-30 14:24:00,11/29,3891,75,Asphalt,3WO,22310
Sheep Mountain,2008-04-30 14:24:00,04/22,2271,60,Gravel,SMU,22311
SHELBY CO,2008-04-30 14:24:00,18/36,4105,75,Asphalt,2H0,22312
Shelbyville Muni,2008-04-30 14:24:00,01/19,5003,100,Asphalt,KGEZ,22313
SHELL LAKE MUNI,2008-04-30 14:24:00,14/32,3707,50,Asphalt,KSSQ,22314
Sheltons - Private,2008-04-30 14:24:00,05/23,1801,50,Turf or Grass,MN37,22315
SHERIDAN CO,2008-04-30 14:24:00,05/23,5026,75,Asphalt,KSHR,22316
SHIMOFUSA,2008-04-30 14:24:00,01/19,7398,150,Concrete,RJTL,22317
Shiocton,2008-04-30 14:24:00,09/27,1335,110,Turf or Grass,W34,22318
Shoshoni Municipal,2008-04-30 14:24:00,08/26,4653,90,Dirt,49U,22319
SHREVEPORT RGNL,2008-04-30 14:24:00,14/32,8358,200,Asphalt,KSHV,22320
SHTRUKLOVO,2008-04-30 14:24:00,05L/23R,5775,250,Dirt,LB24,22321
SHURLEY,2008-04-30 14:24:00,09/27,2544,30,Asphalt,4AR1,22322
SIDNEY MUNI,2008-04-30 14:24:00,10/28,4772,75,Asphalt,I12,22323
Sidney Richland Muni,2008-04-30 14:24:00,10/28,4012,100,Asphalt,KSDY,22324
SIGONELLA,2008-04-30 14:24:00,10L/28R,7994,98,Asphalt,LICZ,22325
SILER CITY MUNI,2008-04-30 14:24:00,04/22,5000,75,Asphalt,5W8,22326
Silver Lake,2008-04-30 14:24:00,08/26,2662,400,Turf or Grass,MI71,22327
Silverthrone Glacier Strip,2008-04-30 14:24:00,1/19,4721,82,Ice or Compact snow,SSGL,22328
SIMARA,2008-04-30 14:24:00,01/19,3906,98,Asphalt,VNSI,22329
Simmers Farm Airstrip,2008-04-30 14:24:00,17/35,700,75,Turf or Grass,NA93,22330
SIMPANGTIGA REDELONG,2008-04-30 14:24:00,09/27,3832,100,Asphalt,WI1S,22331
Singapore Changi Intl,2008-04-30 14:24:00,02C/20C,13194,197,Asphalt,WSSS,22332
Singleton,2008-04-30 14:24:00,05/23,1601,50,Turf or Grass,YSGT,22333
Sion,2008-04-30 14:24:00,07R/25L,6603,131,Asphalt,LSGS,22334
SIRRI ISLAND,2008-04-30 14:24:00,12/30,8347,175,Asphalt,OIBS,22335
SITIA,2008-04-30 14:24:00,05/23,6801,148,Asphalt,LGST,22336
Situk,2008-04-30 14:24:00,13/31,1941,60,Gravel,AK68,22337
Skeen Ranch,2008-04-30 14:24:00,03/21,3002,40,Dirt,82E,22338
SKIROS,2008-04-30 14:24:00,18/36,9861,98,Asphalt,LGSY,22339
SKOVDE,2008-04-30 14:24:00,01/19,5685,98,Asphalt,ESGR,22340
Sky Way Estates,2008-04-30 14:24:00,09/27,1951,20,Asphalt,CL04,22341
Sky-Go Farms,2008-04-30 14:24:00,09/27,1801,60,Turf or Grass,73MU,22342
Sky-Ranch,2008-04-30 14:24:00,11/29,2141,60,Turf or Grass,NY26,22343
SKYDIVE CHICAGO,2008-04-30 14:24:00,03/21,4523,50,Asphalt,8N2,22344
Skydive Greene County Inc,2008-04-30 14:24:00,18/36,2616,150,Turf or Grass,I20,22345
Skydive Greene County Inc,2008-04-30 14:24:00,09/27,2251,50,Turf or Grass,I20,22346
SKYDIVE LEBANON,2008-04-30 14:24:00,17/35,4001,28,Asphalt,ME64,22347
Skydive Oregon,2008-04-30 14:24:00,18/36,2902,32,Asphalt,10S,22348
Skye Dance,2008-04-30 14:24:00,18/36,2101,100,Turf or Grass,1XS2,22349
SKYHAVEN,2008-04-30 14:24:00,18/36,4213,75,Asphalt,8TX7,22350
Skylane,2008-04-30 14:24:00,18/36,2001,140,Turf or Grass,3EV,22351
SKYLARK AIRPARK,2008-04-30 14:24:00,10/28,3234,60,Asphalt,7B6,22352
Skylark Field,2008-04-30 14:24:00,11L/29R,2802,70,Dirt,CA89,22353
Skyline Airpark,2008-04-30 14:24:00,09/27,2402,150,Turf or Grass,9LA9,22354
Skyote,2008-04-30 14:24:00,18/36,1601,30,Turf or Grass,CD02,22355
Skyotee Ranch,2008-04-30 14:24:00,07/25,2602,100,Dirt,CL74,22356
Skyport,2008-04-30 14:24:00,15/33,1901,65,Turf or Grass,D76,22357
Skyridge,2008-04-30 14:24:00,02/20,3002,200,Turf or Grass,IN27,22358
Skytop,2008-04-30 14:24:00,18/36,1541,110,Turf or Grass,7N5,22359
Skyview,2008-04-30 14:24:00,07/25,2001,35,Asphalt,84NY,22360
